------ LISTA DE COMPRAS INVÁLIDAS -------
Erro	Linha
CLIENTE_INVALIDO	KN7057 17.99 1 P EN923 1
CLIENTE_INVALIDO	ZH8655 19.93 6 N CT194 6
CLIENTE_INVALIDO	NG7256 15.77 1 P DL729 4
CLIENTE_INVALIDO	KA8803 3.87 5 N AM976 6
CLIENTE_INVALIDO	MF6991 0.12 3 N FF489 3
CLIENTE_INVALIDO	RL8661 13.55 2 N CZ923 7
CLIENTE_INVALIDO	IB4245 10.19 5 N BQ620 8
CLIENTE_INVALIDO	JG3909 17.95 2 N DR448 2
CLIENTE_INVALIDO	GM6322 9.34 2 P DK132 9
CLIENTE_INVALIDO	NW5801 11.98 2 N AH198 7
CLIENTE_INVALIDO	RL7219 17.16 6 N BI340 1
CLIENTE_INVALIDO	CP1769 3.7 2 P FF348 1
CLIENTE_INVALIDO	JT3925 17.14 3 N AH152 7
CLIENTE_INVALIDO	KN1690 7.79 6 P AI737 6
CLIENTE_INVALIDO	IU8275 10.45 4 N CW303 12
CLIENTE_INVALIDO	LR5041 4.79 4 P CQ247 10
CLIENTE_INVALIDO	RP5792 7.25 1 P AO837 2
CLIENTE_INVALIDO	IG5984 6.96 5 P AM874 10
CLIENTE_INVALIDO	ML2686 18.77 5 P FF559 9
CLIENTE_INVALIDO	TO8394 0.9 4 P DS432 4
CLIENTE_INVALIDO	MZ6733 20.97 3 P DR143 3
CLIENTE_INVALIDO	TP5337 15.82 1 P CQ117 6
CLIENTE_INVALIDO	LY8215 13.36 3 P CZ614 4
CLIENTE_INVALIDO	YV2046 7.8 2 N AR822 4
CLIENTE_INVALIDO	GC2038 5.41 5 N CT437 7
CLIENTE_INVALIDO	JJ9533 4.84 4 N AP846 8
CLIENTE_INVALIDO	BZ9917 16.6 2 P BW791 8
CLIENTE_INVALIDO	CW7935 0.14 5 N EQ838 7
CLIENTE_INVALIDO	XE9683 7.23 1 N EH147 6
CLIENTE_INVALIDO	BM8062 2.51 5 N AH323 11
CLIENTE_INVALIDO	QO2112 2.11 6 P AM874 1
CLIENTE_INVALIDO	QR1831 19.69 2 P DK232 2
CLIENTE_INVALIDO	TD6624 14.88 5 N CY326 11
CLIENTE_INVALIDO	TX4149 10.82 1 P CY688 8
CLIENTE_INVALIDO	YC4299 16.51 5 P CZ724 11
CLIENTE_INVALIDO	CH5038 20.82 2 N EN884 4
CLIENTE_INVALIDO	BJ2720 0.23 4 P AL605 6
CLIENTE_INVALIDO	GZ5708 3.38 5 P BY991 6
CLIENTE_INVALIDO	OM5719 10.46 6 P DZ529 8
CLIENTE_INVALIDO	OK1444 1.27 1 P EM590 4
CLIENTE_INVALIDO	WJ6463 1.29 3 P AR957 5
CLIENTE_INVALIDO	XV8878 5.44 6 P CQ283 6
CLIENTE_INVALIDO	YU7050 1.98 3 N BP411 11
CLIENTE_INVALIDO	US1105 9.77 5 P BW775 8
CLIENTE_INVALIDO	NR6373 14.59 6 P AP540 12
CLIENTE_INVALIDO	WW1805 10.85 6 P FI779 10
CLIENTE_INVALIDO	NA6001 5.84 1 N AP766 10
CLIENTE_INVALIDO	ZJ7593 0.0 3 P EM675 11
CLIENTE_INVALIDO	HU4196 14.96 2 P DR215 8
CLIENTE_INVALIDO	TQ5904 19.94 5 P AL712 1
CLIENTE_INVALIDO	LW5595 6.64 2 N AR849 7
CLIENTE_INVALIDO	NU5767 16.86 3 N FI808 7
CLIENTE_INVALIDO	NF6208 16.18 1 N EN796 10
CLIENTE_INVALIDO	BJ5158 10.43 4 N BY937 9
CLIENTE_INVALIDO	FG7150 2.66 3 P AL527 10
CLIENTE_INVALIDO	KG3810 3.6 2 N DS508 11
CLIENTE_INVALIDO	ST6814 11.18 2 N AL857 11
CLIENTE_INVALIDO	VM2651 5.99 6 N BW785 7
CLIENTE_INVALIDO	YB4147 0.8 5 N CY613 12
CLIENTE_INVALIDO	SL8035 10.5 3 P AP575 12
CLIENTE_INVALIDO	XI6246 3.6 4 P AH188 11
CLIENTE_INVALIDO	AQ6023 2.82 1 P CY369 9
CLIENTE_INVALIDO	IA2416 5.78 4 N EH147 3
CLIENTE_INVALIDO	ZU4254 1.3 3 P AI423 10
CLIENTE_INVALIDO	RX4051 7.66 6 P BQ766 8
CLIENTE_INVALIDO	SV8830 2.59 5 P AR824 12
CLIENTE_INVALIDO	WM5423 8.7 4 P AI692 7
CLIENTE_INVALIDO	SU5711 7.74 6 N CY370 11
CLIENTE_INVALIDO	IS6862 2.25 6 N AI425 2
CLIENTE_INVALIDO	CJ5275 15.19 1 N CU353 4
CLIENTE_INVALIDO	BM2008 20.5 6 N FI994 7
CLIENTE_INVALIDO	IC1908 0.17 4 N AL524 1
CLIENTE_INVALIDO	XY8667 8.53 2 N FF404 2
CLIENTE_INVALIDO	JU2984 14.71 5 P AO936 6
CLIENTE_INVALIDO	EY4559 17.8 4 P AM847 1
CLIENTE_INVALIDO	JB9340 4.59 6 P CY628 4
CLIENTE_INVALIDO	HS3031 5.59 5 P CZ823 10
CLIENTE_INVALIDO	WO8084 8.86 2 N AT903 4
CLIENTE_INVALIDO	UI7794 11.99 6 N FF480 5
CLIENTE_INVALIDO	KG4535 1.15 6 N AL708 10
CLIENTE_INVALIDO	WM4956 4.34 1 P BJ860 5
CLIENTE_INVALIDO	AR8226 14.48 2 P DZ482 9
CLIENTE_INVALIDO	WO3042 16.37 2 N DR448 11
CLIENTE_INVALIDO	AO4791 15.68 5 P EZ122 12
CLIENTE_INVALIDO	NK7978 4.16 4 P FF557 11
CLIENTE_INVALIDO	VE8762 14.85 3 P FI848 11
CLIENTE_INVALIDO	IL7801 18.45 1 N EM532 5
CLIENTE_INVALIDO	QE4589 10.3 5 N AO737 1
CLIENTE_INVALIDO	XO6702 11.8 1 N CW165 8
CLIENTE_INVALIDO	JF1118 8.1 4 P CT183 3
CLIENTE_INVALIDO	RI3748 16.71 2 N AI749 8
CLIENTE_INVALIDO	XQ5179 2.82 2 N CQ219 1
CLIENTE_INVALIDO	QO9229 11.51 1 P AH448 10
CLIENTE_INVALIDO	JY3326 20.72 5 P CZ733 12
CLIENTE_INVALIDO	OU4917 0.16 5 P AQ801 6
CLIENTE_INVALIDO	AF5259 8.85 5 P CY520 4
CLIENTE_INVALIDO	LP7762 20.67 4 N DK391 3
CLIENTE_INVALIDO	UC1719 10.2 5 N BY991 9
CLIENTE_INVALIDO	NP1981 1.56 1 P EQ941 10
CLIENTE_INVALIDO	JV8004 15.65 1 N FF233 11
CLIENTE_INVALIDO	AV2761 10.91 3 N CU722 7
CLIENTE_INVALIDO	XP3650 15.2 6 N DK111 10
CLIENTE_INVALIDO	UW1668 16.13 4 P CX711 10
CLIENTE_INVALIDO	HL2770 8.87 5 N DK200 3
CLIENTE_INVALIDO	NN4181 3.55 4 N AI820 7
CLIENTE_INVALIDO	TT4256 9.6 1 P FG515 6
CLIENTE_INVALIDO	OK1291 8.87 1 P AQ939 5
CLIENTE_INVALIDO	DP7209 2.53 3 P DR329 2
CLIENTE_INVALIDO	MO8455 14.3 2 P FG553 9
CLIENTE_INVALIDO	KJ7462 6.94 4 P AO848 4
CLIENTE_INVALIDO	EA1628 13.72 4 P CU769 7
CLIENTE_INVALIDO	HW3773 8.29 3 N DY222 10
CLIENTE_INVALIDO	KA4494 19.88 5 N AL795 7
CLIENTE_INVALIDO	OF9986 20.52 6 N AL691 8
CLIENTE_INVALIDO	YS2609 18.84 6 P AH445 5
CLIENTE_INVALIDO	ZZ7200 14.64 3 P DK439 1
CLIENTE_INVALIDO	MJ3256 19.19 1 N FI722 3
CLIENTE_INVALIDO	MX9533 6.83 1 P EM653 10
CLIENTE_INVALIDO	UF1665 13.6 1 N FG848 9
CLIENTE_INVALIDO	OD4051 5.53 1 N BW890 3
CLIENTE_INVALIDO	PG4091 6.68 5 P DS666 6
CLIENTE_INVALIDO	KM4668 4.4 6 P CZ694 5
CLIENTE_INVALIDO	VP5374 19.5 5 N AI817 11
CLIENTE_INVALIDO	JI2475 13.29 1 P DR373 9
CLIENTE_INVALIDO	RU7471 2.62 3 P AM858 10
CLIENTE_INVALIDO	JM2374 19.4 3 P DK213 1
CLIENTE_INVALIDO	KW2013 0.15 3 P CX477 6
CLIENTE_INVALIDO	KZ6369 5.27 3 N EM755 12
CLIENTE_INVALIDO	ZA2129 19.37 6 N BI514 3
CLIENTE_INVALIDO	MO4845 10.64 5 P DY343 2
CLIENTE_INVALIDO	AN9008 20.77 5 N EN810 11
CLIENTE_INVALIDO	XB9977 15.39 2 P AP589 11
CLIENTE_INVALIDO	BX7934 9.77 4 N DZ501 3
CLIENTE_INVALIDO	WB6532 16.9 5 P AH362 5
CLIENTE_INVALIDO	RE7222 6.29 2 P AH240 12
CLIENTE_INVALIDO	PH8946 1.4 1 N DZ529 6
CLIENTE_INVALIDO	OC3362 18.0 3 N BJ737 8
CLIENTE_INVALIDO	SN7263 14.79 5 P AL774 8
CLIENTE_INVALIDO	SL5956 14.61 1 N DR396 3
CLIENTE_INVALIDO	KF8095 8.16 3 N AN634 7
CLIENTE_INVALIDO	KT9539 19.23 6 P BY990 4
CLIENTE_INVALIDO	QE6404 18.14 4 P CZ712 10
CLIENTE_INVALIDO	ON3318 15.56 5 P DY286 4
CLIENTE_INVALIDO	HB3990 19.45 3 P DS493 12
CLIENTE_INVALIDO	EX5876 17.37 5 P CZ981 10
CLIENTE_INVALIDO	QU7379 12.4 3 P AR919 1
CLIENTE_INVALIDO	EQ8563 2.7 1 N AP883 3
CLIENTE_INVALIDO	NR7961 14.99 5 N DL582 1
CLIENTE_INVALIDO	KG8363 15.24 3 P CQ276 9
CLIENTE_INVALIDO	PR6562 5.89 6 P CU476 8
CLIENTE_INVALIDO	NF7384 1.78 3 N CW259 8
CLIENTE_INVALIDO	EH2324 4.21 2 N DS438 12
CLIENTE_INVALIDO	YI8220 5.93 6 P FI913 12
CLIENTE_INVALIDO	RN3313 11.17 1 N CY551 7
CLIENTE_INVALIDO	YF6036 11.22 6 N DR470 5
CLIENTE_INVALIDO	UH2970 2.85 3 P CT228 2
CLIENTE_INVALIDO	WN4420 17.69 6 N AH325 11
CLIENTE_INVALIDO	LZ9329 13.75 4 N BJ994 2
CLIENTE_INVALIDO	WB6532 8.93 3 P DR387 7
CLIENTE_INVALIDO	GN6956 10.7 5 N DZ588 7
CLIENTE_INVALIDO	LO7688 18.2 3 N CT450 1
CLIENTE_INVALIDO	EC1293 13.59 5 N BP554 8
CLIENTE_INVALIDO	MK2316 9.35 2 P EM513 3
CLIENTE_INVALIDO	DE2614 11.9 5 P EZ144 6
CLIENTE_INVALIDO	TI8069 7.72 1 N CY550 12
CLIENTE_INVALIDO	SK7211 20.61 4 P BQ890 12
CLIENTE_INVALIDO	HU2370 13.16 2 N BI459 11
CLIENTE_INVALIDO	DZ6726 8.85 6 N AI415 3
CLIENTE_INVALIDO	OI3025 3.6 2 P DZ546 6
CLIENTE_INVALIDO	JT9898 10.7 6 N EQ823 11
CLIENTE_INVALIDO	QX3645 6.12 6 N CX776 5
CLIENTE_INVALIDO	PZ3182 14.8 4 N FG700 2
CLIENTE_INVALIDO	SA7097 16.54 5 P DL579 2
CLIENTE_INVALIDO	YA7692 4.7 3 N CU536 3
CLIENTE_INVALIDO	DK6181 16.91 6 P DY475 9
CLIENTE_INVALIDO	SU5164 17.75 1 P DR345 6
CLIENTE_INVALIDO	CD5635 6.6 4 P BQ706 11
CLIENTE_INVALIDO	IW8536 9.3 1 P CW488 12
CLIENTE_INVALIDO	KZ9536 20.93 2 P BW909 12
CLIENTE_INVALIDO	BI1947 7.95 1 N CT432 8
CLIENTE_INVALIDO	ED1444 14.99 4 N EN897 9
CLIENTE_INVALIDO	OK6284 16.71 4 P FK919 7
CLIENTE_INVALIDO	EB5077 2.7 5 P BW785 6
CLIENTE_INVALIDO	IZ5810 4.74 1 N AI462 5
CLIENTE_INVALIDO	RI6872 0.54 6 P AP891 2
CLIENTE_INVALIDO	PI2968 18.39 4 P DS479 5
CLIENTE_INVALIDO	SB9851 0.41 4 N AQ945 4
CLIENTE_INVALIDO	SU2274 0.47 4 P EM640 2
CLIENTE_INVALIDO	AG8765 19.73 2 P AN454 3
CLIENTE_INVALIDO	AP6419 8.22 5 P AR810 12
CLIENTE_INVALIDO	OT7289 8.46 3 P DZ598 10
CLIENTE_INVALIDO	VT5414 6.4 6 N CU650 6
CLIENTE_INVALIDO	VJ6387 8.64 5 N DR346 8
CLIENTE_INVALIDO	MW3613 18.13 5 P DR449 9
CLIENTE_INVALIDO	MX4531 10.69 4 P BP571 1
CLIENTE_INVALIDO	AL3083 12.36 1 N AO952 4
CLIENTE_INVALIDO	LS2665 18.52 1 N FI942 8
CLIENTE_INVALIDO	BP7426 7.92 6 N EH135 3
CLIENTE_INVALIDO	NB2407 17.9 5 P BY951 1
CLIENTE_INVALIDO	UL4588 17.19 2 N AH198 9
CLIENTE_INVALIDO	NG6929 19.38 4 N CT438 1
CLIENTE_INVALIDO	BH8665 17.1 4 P DZ611 9
CLIENTE_INVALIDO	HE4493 19.95 3 N DS625 2
CLIENTE_INVALIDO	UW8263 17.66 1 P DY396 6
CLIENTE_INVALIDO	ZI4476 12.84 1 N DY107 8
CLIENTE_INVALIDO	MJ4481 5.24 2 P AP886 2
CLIENTE_INVALIDO	XW8127 9.15 6 N FI812 3
CLIENTE_INVALIDO	GT1425 0.19 1 N AL691 11
CLIENTE_INVALIDO	JI6909 10.21 4 N CY497 6
CLIENTE_INVALIDO	DE5950 20.32 2 P FI787 6
CLIENTE_INVALIDO	CE1160 6.6 1 P BI326 6
CLIENTE_INVALIDO	IF2964 19.78 1 N BQ932 4
CLIENTE_INVALIDO	YF8811 0.35 4 P DR106 8
CLIENTE_INVALIDO	YC8438 18.7 5 P AI804 5
CLIENTE_INVALIDO	YK6978 17.99 1 N DY344 12
CLIENTE_INVALIDO	HT2738 12.84 3 N DL759 6
CLIENTE_INVALIDO	IC2223 8.24 3 N CZ933 9
CLIENTE_INVALIDO	LJ8753 5.49 6 P AI633 6
CLIENTE_INVALIDO	JY5575 11.77 3 N EH120 12
CLIENTE_INVALIDO	PX4083 1.88 4 N CT222 10
CLIENTE_INVALIDO	WO2482 2.43 1 N CU631 2
CLIENTE_INVALIDO	IV1147 9.73 2 N FK903 5
CLIENTE_INVALIDO	LO6770 1.8 1 N CU411 5
CLIENTE_INVALIDO	AB3025 13.88 3 P DZ511 12
CLIENTE_INVALIDO	MM1234 7.9 3 N DS578 12
CLIENTE_INVALIDO	SU6015 19.4 5 N AP583 2
CLIENTE_INVALIDO	DD4993 11.67 3 N AK111 11
CLIENTE_INVALIDO	JC6399 19.68 6 N AI847 9
CLIENTE_INVALIDO	KD8187 3.54 5 P AP696 5
CLIENTE_INVALIDO	ID6070 20.2 5 P BY937 3
CLIENTE_INVALIDO	LM9890 3.97 1 P AI698 4
CLIENTE_INVALIDO	YB4838 11.1 3 P AI461 11
CLIENTE_INVALIDO	MQ5775 5.5 6 P AN634 10
CLIENTE_INVALIDO	JJ1677 5.55 5 N CW160 3
CLIENTE_INVALIDO	RD8048 4.31 6 P AN485 12
CLIENTE_INVALIDO	RZ1434 5.45 6 N AL605 7
CLIENTE_INVALIDO	UD1320 4.12 5 P AN309 11
CLIENTE_INVALIDO	PD1510 20.95 2 N AR918 11
CLIENTE_INVALIDO	KX5103 0.46 1 P DK359 5
CLIENTE_INVALIDO	OF8262 11.74 2 N CZ690 8
CLIENTE_INVALIDO	GC7735 1.11 3 P AH188 11
CLIENTE_INVALIDO	ZT2415 6.38 1 N AN617 3
CLIENTE_INVALIDO	DX2978 1.58 4 P CW244 5
CLIENTE_INVALIDO	QW6472 18.3 6 N AN468 9
CLIENTE_INVALIDO	UA1739 4.42 6 P CX776 5
CLIENTE_INVALIDO	IJ6669 3.96 1 N AN498 11
CLIENTE_INVALIDO	DJ4529 9.27 4 N BQ860 12
CLIENTE_INVALIDO	XF7752 3.87 6 N DR215 10
CLIENTE_INVALIDO	RS5374 13.53 4 N BI602 2
CLIENTE_INVALIDO	TC9084 17.72 3 P CT183 1
CLIENTE_INVALIDO	WF7720 10.6 6 P CT134 10
CLIENTE_INVALIDO	II5593 16.67 5 P AP626 12
CLIENTE_INVALIDO	ES4791 14.76 4 N AR892 6
CLIENTE_INVALIDO	RQ2674 3.42 2 N EM584 7
CLIENTE_INVALIDO	DQ9626 13.61 4 N AH196 7
CLIENTE_INVALIDO	MN4481 4.69 1 N AR703 6
CLIENTE_INVALIDO	BX1769 3.61 2 P DZ664 4
CLIENTE_INVALIDO	FK7039 19.71 6 P CT134 10
CLIENTE_INVALIDO	AE7319 14.25 4 N AN689 12
CLIENTE_INVALIDO	GL2974 5.22 2 N BW785 4
CLIENTE_INVALIDO	RN2535 13.66 5 N BJ558 5
CLIENTE_INVALIDO	ZI7763 8.84 3 N BI589 11
CLIENTE_INVALIDO	CY3568 10.62 1 N AO992 8
CLIENTE_INVALIDO	CQ8011 4.5 6 P AQ939 11
CLIENTE_INVALIDO	VP3161 16.18 4 P AO602 2
CLIENTE_INVALIDO	DR3411 3.55 3 P FF538 5
CLIENTE_INVALIDO	WN6244 13.76 1 N DK322 5
CLIENTE_INVALIDO	UX7625 20.48 1 N EM517 8
CLIENTE_INVALIDO	NN2392 1.53 6 P CX501 8
CLIENTE_INVALIDO	UU9410 14.61 5 P DL423 5
CLIENTE_INVALIDO	VU5446 11.53 5 P BP571 7
CLIENTE_INVALIDO	ZA8454 12.95 2 P CZ817 3
CLIENTE_INVALIDO	JG1663 15.3 5 P AH150 3
CLIENTE_INVALIDO	OV6812 2.43 1 N CU379 8
CLIENTE_INVALIDO	GH7397 15.79 1 N AR967 11
CLIENTE_INVALIDO	JH1091 16.6 2 N FK913 1
CLIENTE_INVALIDO	EP3089 3.95 1 P AL855 11
CLIENTE_INVALIDO	KP3780 20.9 3 P EN868 9
CLIENTE_INVALIDO	OA7295 14.56 1 N EQ941 10
CLIENTE_INVALIDO	MC7864 9.6 6 P CW221 10
CLIENTE_INVALIDO	PW9131 3.65 4 N EM443 8
CLIENTE_INVALIDO	FA3384 11.51 2 N AP697 11
CLIENTE_INVALIDO	GW2753 6.3 3 P FI971 5
CLIENTE_INVALIDO	BG6502 2.56 1 N AI482 3
CLIENTE_INVALIDO	BK5789 14.87 4 N BJ652 2
CLIENTE_INVALIDO	CN7581 14.96 5 P BI593 2
CLIENTE_INVALIDO	OI6515 2.16 2 P DK456 2
CLIENTE_INVALIDO	LJ6170 17.0 1 N BI158 7
CLIENTE_INVALIDO	AE8058 12.72 5 P AO707 4
CLIENTE_INVALIDO	BF2075 17.44 2 P CY490 3
CLIENTE_INVALIDO	HT4680 4.22 4 N CZ622 1
CLIENTE_INVALIDO	XT4190 14.4 5 N AL684 4
CLIENTE_INVALIDO	DZ7863 18.42 5 P EM675 7
CLIENTE_INVALIDO	NC3871 15.65 3 N FG874 11
CLIENTE_INVALIDO	GZ2451 18.8 4 P BJ995 4
CLIENTE_INVALIDO	MZ4335 0.29 6 N CY598 6
CLIENTE_INVALIDO	VN1108 16.11 6 P CX659 2
CLIENTE_INVALIDO	BZ7604 12.37 6 N AL605 7
CLIENTE_INVALIDO	CD6326 16.73 2 N AI865 8
CLIENTE_INVALIDO	NV4959 8.39 3 N AO992 8
CLIENTE_INVALIDO	WR2266 1.1 2 P BQ766 4
CLIENTE_INVALIDO	RM8563 18.45 4 N CW135 9
CLIENTE_INVALIDO	FU2566 19.24 6 N AI411 6
CLIENTE_INVALIDO	LE5021 15.81 6 P CX501 11
CLIENTE_INVALIDO	TE9476 9.93 5 P EM596 4
CLIENTE_INVALIDO	LM7498 6.54 3 N DY272 12
CLIENTE_INVALIDO	OV2283 16.9 4 P DL622 7
CLIENTE_INVALIDO	IH1305 4.54 3 N AI800 8
CLIENTE_INVALIDO	CG2906 11.37 6 P FG787 8
CLIENTE_INVALIDO	SE8064 12.59 6 P DZ588 11
CLIENTE_INVALIDO	EM6529 12.7 3 N EM463 3
CLIENTE_INVALIDO	LO6009 11.56 3 N FG707 8
CLIENTE_INVALIDO	FY3015 6.49 2 N CW296 6
CLIENTE_INVALIDO	NF2651 1.67 3 N AO741 10
CLIENTE_INVALIDO	SE1957 15.53 1 N CX592 5
CLIENTE_INVALIDO	UI5191 7.93 3 N AP871 7
CLIENTE_INVALIDO	VX7675 11.84 2 N BP408 2
CLIENTE_INVALIDO	AU5704 7.79 1 P EM722 11
CLIENTE_INVALIDO	ZQ9917 8.46 5 N AO860 6
CLIENTE_INVALIDO	GG6914 15.26 3 N AO950 7
CLIENTE_INVALIDO	FQ5088 1.84 3 N EN873 9
CLIENTE_INVALIDO	IJ8761 17.82 1 N BJ595 12
CLIENTE_INVALIDO	RZ4516 6.9 6 P AM850 6
CLIENTE_INVALIDO	MJ7059 20.47 4 P AN399 3
CLIENTE_INVALIDO	OJ7164 9.78 5 N BI220 1
CLIENTE_INVALIDO	EJ7376 19.1 4 P AT946 7
CLIENTE_INVALIDO	RW4395 1.67 6 N BY990 8
CLIENTE_INVALIDO	KD7674 19.35 4 P CQ291 8
CLIENTE_INVALIDO	KG9814 17.11 1 N DS422 6
CLIENTE_INVALIDO	ZA5936 7.82 1 N BY951 2
CLIENTE_INVALIDO	CT1341 15.28 2 N EN860 7
CLIENTE_INVALIDO	TC8450 17.51 1 P BP490 11
CLIENTE_INVALIDO	WX7243 20.55 4 N EH147 7
CLIENTE_INVALIDO	LF6504 11.93 2 P BJ608 10
CLIENTE_INVALIDO	CE3136 4.0 2 P CZ603 10
CLIENTE_INVALIDO	HI9458 1.87 4 N CZ905 2
CLIENTE_INVALIDO	AB2403 18.41 5 P CT131 9
CLIENTE_INVALIDO	WL4550 20.14 4 P BY903 11
CLIENTE_INVALIDO	XI6078 3.94 5 N BQ978 8
CLIENTE_INVALIDO	MK5429 19.68 4 P BJ872 9
CLIENTE_INVALIDO	RN2156 10.41 5 P AO741 1
CLIENTE_INVALIDO	MZ3225 0.99 4 N BP506 1
CLIENTE_INVALIDO	RT3617 17.73 6 N EQ878 6
CLIENTE_INVALIDO	GW5343 20.74 6 N AH104 3
CLIENTE_INVALIDO	CR4169 13.95 2 P FF359 6
CLIENTE_INVALIDO	SY9591 8.47 1 N AN361 8
CLIENTE_INVALIDO	EQ5353 3.7 6 P BJ561 11
CLIENTE_INVALIDO	HU2172 3.73 6 N CZ933 4
CLIENTE_INVALIDO	YK6826 19.2 6 P BY993 1
CLIENTE_INVALIDO	VI1503 18.97 4 P BQ759 9
CLIENTE_INVALIDO	PI8299 5.77 3 P AH172 3
CLIENTE_INVALIDO	XP2654 7.27 3 P AR810 7
CLIENTE_INVALIDO	GK4222 4.96 4 N AH242 4
CLIENTE_INVALIDO	SP5744 11.8 4 N AP560 7
CLIENTE_INVALIDO	RP3232 8.18 2 N AN468 8
CLIENTE_INVALIDO	GJ4766 6.75 5 N AI459 3
CLIENTE_INVALIDO	GG6214 8.92 5 P FI787 11
CLIENTE_INVALIDO	CJ4823 5.13 5 P FF396 12
CLIENTE_INVALIDO	MO4934 1.39 2 P AI410 6
CLIENTE_INVALIDO	YX1525 15.8 2 N FG705 11
CLIENTE_INVALIDO	MC3882 17.41 3 P DY281 12
CLIENTE_INVALIDO	XI9045 5.21 4 N AR761 5
CLIENTE_INVALIDO	XV3390 2.24 3 P AL684 7
CLIENTE_INVALIDO	UW8176 13.55 3 P CU660 12
CLIENTE_INVALIDO	ZL8897 20.68 1 N AO707 2
CLIENTE_INVALIDO	ZR9477 11.65 2 N CY609 12
CLIENTE_INVALIDO	SM3861 14.87 5 P DL343 12
CLIENTE_INVALIDO	ZK4852 9.79 6 P FF452 11
CLIENTE_INVALIDO	UR7654 5.74 4 N CW106 7
CLIENTE_INVALIDO	NV7853 9.98 4 N BJ727 2
CLIENTE_INVALIDO	PS5570 19.86 2 P EQ852 4
CLIENTE_INVALIDO	UB5889 6.71 4 P AR899 1
CLIENTE_INVALIDO	AO5862 0.61 4 P AL684 9
CLIENTE_INVALIDO	EL8138 4.49 6 N DR122 8
CLIENTE_INVALIDO	DI8749 17.75 6 N BY923 12
CLIENTE_INVALIDO	CG4511 6.7 5 P CY545 8
CLIENTE_INVALIDO	WU5765 18.84 1 P DR269 2
CLIENTE_INVALIDO	QF5438 11.62 6 N FG680 7
CLIENTE_INVALIDO	XA3235 3.5 2 P DL642 6
CLIENTE_INVALIDO	FH7420 4.0 2 P AO757 10
CLIENTE_INVALIDO	ME1558 4.94 4 P DR439 7
CLIENTE_INVALIDO	AN6850 0.68 3 P DS631 5
CLIENTE_INVALIDO	GS4641 8.43 4 N DS738 9
CLIENTE_INVALIDO	KM2694 7.24 6 P FG577 10
CLIENTE_INVALIDO	TT9847 19.7 6 N EQ893 10
CLIENTE_INVALIDO	SC3252 0.61 5 N EN833 12
CLIENTE_INVALIDO	SA2471 1.93 3 N CT215 8
CLIENTE_INVALIDO	NP7290 17.22 3 N FG564 1
CLIENTE_INVALIDO	AC2879 6.6 5 N CW132 11
CLIENTE_INVALIDO	PE3655 16.94 4 N CT268 5
CLIENTE_INVALIDO	RP9873 12.79 2 N AN323 11
CLIENTE_INVALIDO	AJ3111 3.39 1 P DS465 11
CLIENTE_INVALIDO	AR8101 13.52 4 P BJ700 8
CLIENTE_INVALIDO	PB8229 0.43 2 P DY112 5
CLIENTE_INVALIDO	UM7763 17.55 3 P AH198 8
CLIENTE_INVALIDO	SF3315 8.29 3 N BW955 4
CLIENTE_INVALIDO	JP8067 16.61 6 N CT194 9
CLIENTE_INVALIDO	BD5231 18.3 1 P DR291 5
CLIENTE_INVALIDO	JC4718 17.85 1 N AL899 5
CLIENTE_INVALIDO	QI4446 13.55 3 N CX528 3
CLIENTE_INVALIDO	GP4775 1.65 5 N CW244 9
CLIENTE_INVALIDO	BS4627 11.41 4 N CY458 8
CLIENTE_INVALIDO	BK1727 0.72 3 P EM662 4
CLIENTE_INVALIDO	YA3522 10.61 5 P BI622 10
CLIENTE_INVALIDO	OV5816 6.79 3 P FI909 6
CLIENTE_INVALIDO	HX7529 15.95 2 P AO759 6
CLIENTE_INVALIDO	EL4354 6.1 3 N BI548 4
CLIENTE_INVALIDO	GH4529 13.13 2 N CX703 9
CLIENTE_INVALIDO	MA9007 7.24 6 N AL830 2
CLIENTE_INVALIDO	UC6678 13.5 4 P DK375 6
CLIENTE_INVALIDO	ON5296 3.6 3 P DY344 5
CLIENTE_INVALIDO	BG6614 1.37 1 N CZ969 4
CLIENTE_INVALIDO	DH4582 8.66 5 N CU631 1
CLIENTE_INVALIDO	FQ5240 13.6 6 N FF348 8
CLIENTE_INVALIDO	ZR2217 1.91 1 N FG756 8
CLIENTE_INVALIDO	MP8969 17.22 2 P BJ983 10
CLIENTE_INVALIDO	LN1557 20.89 4 N AI411 11
CLIENTE_INVALIDO	HV6267 1.66 4 P AP820 11
CLIENTE_INVALIDO	WA1192 11.41 2 N BJ727 1
CLIENTE_INVALIDO	SP3013 13.49 4 N CZ966 11
CLIENTE_INVALIDO	NG3420 10.57 1 N CY681 11
CLIENTE_INVALIDO	DM5028 10.75 4 P CZ622 5
CLIENTE_INVALIDO	MQ7820 20.81 6 N CU375 11
CLIENTE_INVALIDO	BV9812 20.62 4 P EM572 2
CLIENTE_INVALIDO	YS1307 15.18 2 N BW890 4
CLIENTE_INVALIDO	EE9321 3.6 3 N DY176 6
CLIENTE_INVALIDO	IJ3976 18.23 6 P CW303 8
CLIENTE_INVALIDO	NV5374 7.95 6 P AP616 9
CLIENTE_INVALIDO	TS5569 8.14 2 N AO789 4
CLIENTE_INVALIDO	JG4937 7.59 6 P DR345 6
CLIENTE_INVALIDO	CA1462 14.13 5 P AO984 5
CLIENTE_INVALIDO	FF7357 11.63 4 P CY602 11
